Regulating Agency,PWS ID,PWS Name,Activity Status,PWS Type,State Asgn ID,WSF Name,WSF Type,Activity Status2,Availability,Latitude,Longitude
DISTRICT 01 - KLAMATH,CA1210319,PATRICK'S POINT SP-STATE PARKS,A,NC,002,WELL - RAW,WL,A,P,41.135344,-124.150392
DISTRICT 01 - KLAMATH,CA1210320,GOLD BLUFFS BEACH CG-STATE PARKS,A,NC,001,GOLD BLUFF DAM - RAW,IN,A,P,41.40213,-124.056
DISTRICT 01 - KLAMATH,CA1210321,STONE LAGOON-STATE PARKS,A,NC,001,LATERAL WELLS - RAW,WL,A,P,41.234317,-124.08008
DISTRICT 01 - KLAMATH,CA1210322,PRAIRIE CREEK SP-STATE PARKS,A,NC,001,CAMPGROUND WELL - RAW,WL,A,P,41.363679,-124.018942
DISTRICT 01 - KLAMATH,CA1210324,BURLINGTON CG-STATE PARKS,A,NC,001,BURLINGTON CMPGRND-HORZNTL WELL-RAW XCLD,WL,A,P,40.305553,-123.898277
DISTRICT 01 - KLAMATH,CA1210324,BURLINGTON CG-STATE PARKS,A,NC,002,BURLINGTON CMPGRND - RIVER WELL - RAW,WL,A,P,40.310646,-123.913017
DISTRICT 01 - KLAMATH,CA1210800,CAL FIRE-EEL RIVER CONSERVATION CAMP,A,C,001,EEL RIVER - RAW,IN,A,P,40.139265,-123.813999
DISTRICT 01 - KLAMATH,CA1210801,CAL FIRE-HIGH ROCK CONSERVATION CAMP,A,C,001,MATTHEWS CREEK - RAW,IN,A,P,40.374336,-123.938438
DISTRICT 01 - KLAMATH,CA1210801,CAL FIRE-HIGH ROCK CONSERVATION CAMP,A,C,002,WELL 01 - RAW,WL,A,P,40.374722,-123.930556
DISTRICT 01 - KLAMATH,CA1800542,MDF-WILLOW CREEK CG,A,NC,002,WELL 01,WL,A,P,41.013047,-120.827663
DISTRICT 01 - KLAMATH,CA2500503,CALIFORNIA PINES C.S.D.,A,C,004,WELL 05 - OFFICE,WL,A,P,41.41534,-120.675272
DISTRICT 01 - KLAMATH,CA2500503,CALIFORNIA PINES C.S.D.,A,C,005,WELL 04 - VICEROY,WL,A,P,41.41974,-120.65177
DISTRICT 01 - KLAMATH,CA2500529,MDF-CANBY WORK CENTER,A,NC,001,WELL 01,WL,A,P,41.445185,-120.869314
DISTRICT 01 - KLAMATH,CA2500530,MDF-AMBROSE,A,NC,001,WELL 01,WL,A,P,41.494692,-120.967266
DISTRICT 01 - KLAMATH,CA2500535,MDF-CEDAR CREEK,A,NC,001,WELL 01,WL,A,P,41.554322,-120.263268
DISTRICT 01 - KLAMATH,CA2500538,MDF-BLUE LAKE CG,A,NC,002,2008 WELL,WL,A,P,41.13911,-120.282476
DISTRICT 01 - KLAMATH,CA2500547,MDF-ADIN RANGER STATION,A,NTNC,003,WELL 03,WL,A,P,41.19297,-120.944716
DISTRICT 01 - KLAMATH,CA2500801,NEWELL COUNTY WATER DISTRICT,A,C,001,WELL 01 - TANKS,WL,A,P,41.881414,-121.380441
DISTRICT 01 - KLAMATH,CA2500801,NEWELL COUNTY WATER DISTRICT,A,C,002,WELL 03 - RAILROAD,WL,A,P,41.883664,-121.373414
DISTRICT 01 - KLAMATH,CA2500801,NEWELL COUNTY WATER DISTRICT,A,C,003,WELL 02,WL,A,P,41.8831,-121.379574
DISTRICT 01 - KLAMATH,CA2500811,SULLY'S RV PARK,A,NC,001,WELL 01,WL,A,P,41.479491,-120.538604
DISTRICT 01 - KLAMATH,CA2500911,I'SOT WELL #3 & #15,A,C,003,WELL 15 - RAW,WL,A,P,41.446812,-120.879349
DISTRICT 01 - KLAMATH,CA2500911,I'SOT WELL #3 & #15,A,C,004,WELL 17 - RAW,WL,A,P,41.447174,-120.870485
DISTRICT 01 - KLAMATH,CA2500911,I'SOT WELL #3 & #15,A,C,005,WELL 01 - UNTREATED,WL,A,P,41.452281,-120.871924
DISTRICT 01 - KLAMATH,CA2510001,CITY OF ALTURAS,A,C,002,WELL 05,WL,A,P,41.492083,-120.5436
DISTRICT 01 - KLAMATH,CA2510001,CITY OF ALTURAS,A,C,003,WELL 06,WL,A,P,41.491108,-120.535463
DISTRICT 01 - KLAMATH,CA2510001,CITY OF ALTURAS,A,C,004,WELL 07,WL,A,P,41.494931,-120.539203
DISTRICT 01 - KLAMATH,CA2510001,CITY OF ALTURAS,A,C,005,WELL 08,WL,A,P,41.489059,-120.532531
DISTRICT 01 - KLAMATH,CA2510002,CEDARVILLE COUNTY WATER DIST.,A,C,001,WELL 01,WL,A,P,41.533632,-120.17658
DISTRICT 01 - KLAMATH,CA2510002,CEDARVILLE COUNTY WATER DIST.,A,C,002,WELL 02 - STANDBY,WL,A,E,41.522018,-120.172145
DISTRICT 01 - KLAMATH,CA2510800,CAL FIRE-DEVIL'S GARDEN CAMP,A,NTNC,001,DEVILS GARDEN WELL,WL,A,P,41.524029,-120.6713
DISTRICT 01 - KLAMATH,CA4700501,LAKE SISKIYOU CAMPGROUND,A,NC,001,SCOTT CAMP CREEK - RAW,IN,A,P,41.269657,-122.351486
DISTRICT 01 - KLAMATH,CA4700503,CALLAHAN WATER DISTRICT,A,C,001,WEST BOULDER CREEK - RAW,IN,A,P,41.260598,-122.82197
DISTRICT 01 - KLAMATH,CA4700513,HORNBROOK C.S.D.,A,C,001,WELL 01,WL,A,P,41.905323,-122.573597
DISTRICT 01 - KLAMATH,CA4700513,HORNBROOK C.S.D.,A,C,002,WELL 02,WL,A,P,41.896209,-122.5649
DISTRICT 01 - KLAMATH,CA4700513,HORNBROOK C.S.D.,A,C,004,WELL 04,WL,A,P,41.898194,-122.566029
DISTRICT 01 - KLAMATH,CA4700521,SISKIYOU CO.SERVICE AREA #5/CARRICK,A,C,002,CARRICK PARK WELL,WL,A,P,41.444461,-122.364144
DISTRICT 01 - KLAMATH,CA4700523,GRENADA SANITARY DISTRICT,A,C,003,2003 WELL,WL,A,P,,
DISTRICT 01 - KLAMATH,CA4700528,SISKIYOU CO. ROLLING HILLS MWC,A,C,001,WELL 01,WL,A,P,41.697588,-122.637622
DISTRICT 01 - KLAMATH,CA4700528,SISKIYOU CO. ROLLING HILLS MWC,A,C,002,WELL 02                             XCLD,WL,A,P,41.697655,-122.637634
DISTRICT 01 - KLAMATH,CA4700531,TENNANT C.S.D.,A,C,003,ARRA WELL 2010,WL,A,P,41.585936,-121.913747
DISTRICT 01 - KLAMATH,CA4700541,CHATEAU SHASTA MOBILE HOME & RV PARK,A,C,001,NORTH WELL                DEAD,WL,A,P,41.301433,-122.317195
DISTRICT 01 - KLAMATH,CA4700541,CHATEAU SHASTA MOBILE HOME & RV PARK,A,C,002,SOUTH WELL                     DEAD,WL,A,P,41.300565,-122.315898
DISTRICT 01 - KLAMATH,CA4700541,CHATEAU SHASTA MOBILE HOME & RV PARK,A,C,003,NORTH WELL AND SOUTH WELL COMBINED,WL,A,P,,
DISTRICT 01 - KLAMATH,CA4700542,ABRAMS LAKE MOBILE ESTATES,A,C,002,WELL 01,WL,A,E,41.337549,-122.356432
DISTRICT 01 - KLAMATH,CA4700549,LAKE SISKIYOU M.W.C.,A,C,001,WELL 03                       DEAD,WL,A,P,41.297798,-122.316684
DISTRICT 01 - KLAMATH,CA4700549,LAKE SISKIYOU M.W.C.,A,C,003,WELL 02                          DEAD,WL,A,P,41.297672,-122.315482
DISTRICT 01 - KLAMATH,CA4700549,LAKE SISKIYOU M.W.C.,A,C,004,WELL 4                           DEAD,WL,A,P,,
DISTRICT 01 - KLAMATH,CA4700551,COPCO LAKE MWC,A,C,003,WELL 01,WL,A,O,41.963002,-122.274711
DISTRICT 01 - KLAMATH,CA4700554,CALTRANS-COLLIER REST STOP,A,NC,001,KLAMATH RIVER INFILTRATION GALLERY - RAW,IN,A,P,41.855411,-122.57227
DISTRICT 01 - KLAMATH,CA4700557,CALTRANS-WEED REST STOP,A,NC,001,WELL 01 SOUTH,WL,A,P,41.47307,-122.451591
DISTRICT 01 - KLAMATH,CA4700557,CALTRANS-WEED REST STOP,A,NC,002,WELL 02 NORTH,WL,A,P,41.476488,-122.454266
DISTRICT 01 - KLAMATH,CA4700558,CALTRANS-GRASS LAKE REST STOP,A,NC,003,WELL,WL,A,,,
DISTRICT 01 - KLAMATH,CA4700559,BUTTEVILLE UNION SCHOOL,A,NTNC,001,WELL 03,WL,A,P,41.457525,-122.431364
DISTRICT 01 - KLAMATH,CA4700562,SWISS HOLIDAY LODGE,A,NC,001,WELL 01,WL,A,P,41.288092,-122.302209
DISTRICT 01 - KLAMATH,CA4700563,LOGE CAMP MT. SHASTA,A,NC,001,WELL 01,WL,A,P,41.297506,-122.305457
DISTRICT 01 - KLAMATH,CA4700565,FOWLERS CAMPGROUND-STNF,A,NC,001,WELL 01,WL,A,P,41.249278,-122.025642
DISTRICT 01 - KLAMATH,CA4700569,WILLOW CREEK SCHOOL,A,NTNC,001,WELL 02 - 1989 WELL,WL,A,P,41.849232,-122.467555
DISTRICT 01 - KLAMATH,CA4700571,MCBRIDE SPRINGS CAMPGROUND,A,NC,001,WELL 01,WL,A,P,41.353476,-122.281332
DISTRICT 01 - KLAMATH,CA4700573,CALTRANS-DUNSMUIR GRADE INSP. FACILITY,A,NTNC,002,WELL 02 (NEW WELL),WL,A,P,41.268943,-122.279081
DISTRICT 01 - KLAMATH,CA4700577,BIG SPRINGS UNION ELEM. SCHOOL,A,NTNC,001,WELL 01,WL,A,P,41.624176,-122.405248
DISTRICT 01 - KLAMATH,CA4700582,GAZELLE SCHOOL,A,NTNC,001,WELL 01,WL,A,P,41.520133,-122.523788
DISTRICT 01 - KLAMATH,CA4700585,JUNCTION ELEMENTARY SCHOOL,A,NTNC,001,WELL 01,WL,A,P,41.392636,-123.496083
DISTRICT 01 - KLAMATH,CA4700586,SEIAD ELEMENTARY SCHOOL,A,NTNC,001,WELL 01,WL,A,P,41.842222,-123.193333
DISTRICT 01 - KLAMATH,CA4700591,DELPHIC ELEMENTARY SCHOOL,A,NTNC,002,WELL 02,WL,A,P,41.705433,-122.563638
DISTRICT 01 - KLAMATH,CA4700593,OAK BOTTOM CG & WC,A,NC,001,WELL 01,WL,A,P,41.375268,-123.451139
DISTRICT 01 - KLAMATH,CA4700593,OAK BOTTOM CG & WC,A,NC,002,WELL 02,WL,A,P,41.376644,-123.449833
DISTRICT 01 - KLAMATH,CA4700612,TREE OF HEAVEN CAMPGROUND,A,NC,001,WELL 01,WL,A,P,41.832591,-122.660302
DISTRICT 01 - KLAMATH,CA4700626,COVE MOBILE VILLA,A,C,001,WELL 01,WL,A,P,41.65858,-122.592678
DISTRICT 01 - KLAMATH,CA4700627,JUNIPER CREEK ESTATES,A,C,002,WELL 02,WL,A,P,41.684766,-122.634119
DISTRICT 01 - KLAMATH,CA4700630,SHASTA VIEW HEIGHTS OWNERS ASSOCIATION,A,C,002,COMBINED WELLS 1 AND 2,WL,A,P,41.714942,-122.661258
DISTRICT 01 - KLAMATH,CA4700638,OAK VALLEY ACRES P.O.A.,A,C,001,WELL 01,WL,A,P,41.669272,-122.627531
DISTRICT 01 - KLAMATH,CA4700663,"WEED GOLF CLUB, INC.",A,NC,001,WELL 01,WL,A,P,41.43205,-122.400077
DISTRICT 01 - KLAMATH,CA4700666,STEWART MINERAL SPRINGS,A,NC,001,WELL 01,WL,A,P,41.417987,-122.505552
DISTRICT 01 - KLAMATH,CA4700666,STEWART MINERAL SPRINGS,A,NC,002,WELL 02,WL,A,P,41.417876,-122.505282
DISTRICT 01 - KLAMATH,CA4700669,R-RANCH HEADQUARTERS,A,NC,001,MAIN (UPPER) WELL (NO. 4),WL,A,P,41.909173,-122.588358
DISTRICT 01 - KLAMATH,CA4700669,R-RANCH HEADQUARTERS,A,NC,002,OLD MAIN (LOWER) WELL (NO. 2),WL,A,P,41.913838,-122.58835
DISTRICT 01 - KLAMATH,CA4700686,SUN MOUNTAIN M.W.C.,A,C,001,WELL 01,WL,A,P,41.282457,-122.298723
DISTRICT 01 - KLAMATH,CA4700702,MT. HEBRON WORK CENTER,A,NC,001,WELL 01 - RAW,WL,A,P,41.784932,-122.005744
DISTRICT 01 - KLAMATH,CA4700705,OAK KNOLL WORK CENTER,A,NC,002,WELL 02 - 1996 WELL,WL,A,P,41.839932,-122.851214
DISTRICT 01 - KLAMATH,CA4700722,ASH CREEK FIRE STATION-STNF,A,NC,001,WELL 01,WL,A,P,41.259431,-121.949179
DISTRICT 01 - KLAMATH,CA4700803,SHADOW MOUNTAIN MHP,A,C,001,WELL 01,WL,A,P,41.285495,-122.306756
DISTRICT 01 - KLAMATH,CA4700803,SHADOW MOUNTAIN MHP,A,C,002,WELL 02,WL,A,P,41.285431,-122.306624
DISTRICT 01 - KLAMATH,CA4700803,SHADOW MOUNTAIN MHP,A,C,003,WELL 03,WL,A,P,41.284859,-122.310111
DISTRICT 01 - KLAMATH,CA4700807,JH RANCH,A,NC,003,WELL 03,WL,A,P,41.365229,-122.903853
DISTRICT 01 - KLAMATH,CA4700807,JH RANCH,A,NC,004,WELL 04,WL,A,P,41.360039,-122.904827
DISTRICT 01 - KLAMATH,CA4700807,JH RANCH,A,NC,005,WELL 5,WL,A,P,41.366527,-122.901494
DISTRICT 01 - KLAMATH,CA4700814,KIDDER CREEK ORCHARD CAMP,A,NC,001,WELL 01,WL,A,P,41.530242,-122.952349
DISTRICT 01 - KLAMATH,CA4700825,SAWYER S BAR WORK CENTER,A,NC,001,WELL 01 - UPPER WELL,WL,A,P,41.30125,-123.13205
DISTRICT 01 - KLAMATH,CA4700825,SAWYER S BAR WORK CENTER,A,NC,002,WELL 02 - LOWER WELL NEAR COUNTY ROAD,WL,A,P,41.299572,-123.132317
DISTRICT 01 - KLAMATH,CA4700828,CAMP CREEK CAMPGROUND-PP&L,A,NC,001,WELL 01,WL,A,P,41.971546,-122.43609
DISTRICT 01 - KLAMATH,CA4700839,R-RANCH KLAMATH RIVER,A,NC,001,WELL 01 - STANDBY,WL,A,E,41.90948,-122.463078
DISTRICT 01 - KLAMATH,CA4700839,R-RANCH KLAMATH RIVER,A,NC,002,WELL 02,WL,A,P,41.909364,-122.463119
DISTRICT 01 - KLAMATH,CA4700851,GOOSENEST DISTRICT OFFICE,A,NC,001,WELL 01,WL,A,P,41.783436,-122.0446
DISTRICT 01 - KLAMATH,CA4700863,MT. SHASTA SKI PARK,A,NC,002,WELL 02,WL,A,P,41.328987,-122.211786
DISTRICT 01 - KLAMATH,CA4700870,MDF-MEDICINE LAKE,A,NC,001,WELL 01,WL,A,P,41.585716,-121.584913
DISTRICT 01 - KLAMATH,CA4700872,MONTE SHASTA M.W.C.,A,C,001,WELL 01 - 1975,WL,A,P,41.314744,-122.287125
DISTRICT 01 - KLAMATH,CA4700872,MONTE SHASTA M.W.C.,A,C,002,WELL 02 - 1978 WELL            XCLD,WL,A,P,41.3146,-122.287439
DISTRICT 01 - KLAMATH,CA4700875,KLAMATH BASIN NATIONAL WILDLIFE REFUGE,A,NC,001,WELL 01,WL,A,O,41.945833,-121.562778
DISTRICT 01 - KLAMATH,CA4700880,SISKIYOU LAKE HIGHLANDS MWC,A,C,001,WELL 02,WL,A,P,41.289982,-122.314023
DISTRICT 01 - KLAMATH,CA4700880,SISKIYOU LAKE HIGHLANDS MWC,A,C,002,WELL 04 - REPRESENTIVE OF WELLS 02 & 04,WL,A,P,41.290478,-122.314569
DISTRICT 01 - KLAMATH,CA4700880,SISKIYOU LAKE HIGHLANDS MWC,A,C,003,WELL 07,WL,A,P,41.291262,-122.312217
DISTRICT 01 - KLAMATH,CA4700881,DOCTOR'S PARK OWNERS ASSOCIATION,A,NTNC,001,WELL 01 - DRINKING WATER WELL,WL,A,P,41.31948,-122.326244
DISTRICT 01 - KLAMATH,CA4700884,SHASTINA MOBILE ESTATES,A,C,001,WELL 01 - HOUSED WITH PRESSURE TANKS,WL,A,P,41.470118,-122.352333
DISTRICT 01 - KLAMATH,CA4700884,SHASTINA MOBILE ESTATES,A,C,002,WELL 02,WL,A,P,41.470183,-122.352211
DISTRICT 01 - KLAMATH,CA4700891,JUNIPER VILLAGE FARM LABOR HOUSING,A,NC,001,WELL NO. 1,WL,A,P,41.821747,-122.000411
DISTRICT 01 - KLAMATH,CA4710001,"DORRIS, CITY OF",A,C,001,WELL 04 - STANDBY,WL,A,E,41.970015,-121.91353
DISTRICT 01 - KLAMATH,CA4710001,"DORRIS, CITY OF",A,C,003,WELL 06,WL,A,P,41.9656,-121.924171
DISTRICT 01 - KLAMATH,CA4710003,"FORT JONES, TOWN OF",A,C,002,WELL 01 - STANDBY - 5 FT. DIAM. WELL,WL,A,E,41.606892,-122.84434
DISTRICT 01 - KLAMATH,CA4710003,"FORT JONES, TOWN OF",A,C,003,WELL 03,WL,A,P,41.599619,-122.851356
DISTRICT 01 - KLAMATH,CA4710004,"ETNA, CITY OF",A,C,001,ETNA CREEK - RAW,IN,A,P,41.427984,-122.920818
DISTRICT 01 - KLAMATH,CA4710007,"MONTAGUE, CITY OF",A,C,001,LAKE SHASTINA - RAW,IN,A,S,41.729482,-122.511172
DISTRICT 01 - KLAMATH,CA4710007,"MONTAGUE, CITY OF",A,C,003,LITTLE SHASTA RIVER - RAW,IN,A,S,41.729473,-122.511186
DISTRICT 01 - KLAMATH,CA4710008,"MT. SHASTA, CITY OF",A,C,003,WELL 01 (ARTESIAN),WL,A,P,41.316688,-122.306578
DISTRICT 01 - KLAMATH,CA4710008,"MT. SHASTA, CITY OF",A,C,004,HIGH SCHOOL WELL 02,WL,A,P,41.32121,-122.3044
DISTRICT 01 - KLAMATH,CA4710009,"WEED, CITY OF",A,C,002,GAZELLE WELL - STANDBY,WL,A,E,41.403688,-122.383211
DISTRICT 01 - KLAMATH,CA4710009,"WEED, CITY OF",A,C,003,MAZZEI WELL,WL,A,P,41.40168,-122.377137
DISTRICT 01 - KLAMATH,CA4710009,"WEED, CITY OF",A,C,004,SOUTH WEED WELL,WL,A,P,41.397841,-122.372583
DISTRICT 01 - KLAMATH,CA4710010,"TULELAKE, CITY OF",A,C,001,WELL 01 - RAW,WL,A,P,41.956213,-121.480921
DISTRICT 01 - KLAMATH,CA4710010,"TULELAKE, CITY OF",A,C,004,WELL 03 - RAW,WL,A,P,41.956231,-121.480752
DISTRICT 01 - KLAMATH,CA4710011,"YREKA, CITY OF",A,C,002,FALL CREEK INTAKE DAM A,IN,A,P,41.985415,-122.361796
DISTRICT 01 - KLAMATH,CA4710011,"YREKA, CITY OF",A,C,003,NORTH WELL - RAW - STANDBY,WL,A,E,41.741506,-122.630402
DISTRICT 01 - KLAMATH,CA4710012,HAPPY CAMP C.S.D.,A,C,001,ELK CREEK - RAW,IN,A,P,41.77659,-123.384299
DISTRICT 01 - KLAMATH,CA4710013,LAKE SHASTINA C.S.D,A,C,001,WELL 03,WL,A,P,41.531383,-122.366912
DISTRICT 01 - KLAMATH,CA4710013,LAKE SHASTINA C.S.D,A,C,002,WELL 04,WL,A,P,41.545278,-122.373234
DISTRICT 01 - KLAMATH,CA4710013,LAKE SHASTINA C.S.D,A,C,004,WELL 09,WL,A,P,41.538905,-122.389694
DISTRICT 01 - KLAMATH,CA4710500,LAVA BEDS NATIONAL MONUMENT,A,NC,002,CAMPGROUND WELL - RAW,WL,A,P,41.717206,-121.50748
DISTRICT 01 - KLAMATH,CA4710800,CAL FIRE-DEADWOOD CONSERVATION CAMP,A,NTNC,001,WELL 1988,WL,A,P,41.67574,-122.829488
DISTRICT 01 - KLAMATH,CA5301001,BUCKTAIL MUTUAL WATER COMPANY,A,C,001,WELL 01 (REPRESENTATIVE OF WELL 1 AND 4),WL,A,P,40.703475,-122.850666
DISTRICT 01 - KLAMATH,CA5301001,BUCKTAIL MUTUAL WATER COMPANY,A,C,003,WELL 03,WL,A,P,40.706555,-122.848975
DISTRICT 01 - KLAMATH,CA5301001,BUCKTAIL MUTUAL WATER COMPANY,A,C,005,WELL 4,WL,A,P,40.703463,-122.850772
DISTRICT 01 - KLAMATH,CA5301002,LEWISTON COMMUNITY SERVICES DISTRICT,A,C,004,WELL 02 - RAW,WL,A,P,,
DISTRICT 01 - KLAMATH,CA5301002,LEWISTON COMMUNITY SERVICES DISTRICT,A,C,008,WELL 04 - RAW,WL,A,P,,
DISTRICT 01 - KLAMATH,CA5301002,LEWISTON COMMUNITY SERVICES DISTRICT,A,C,010,WELL 05 - RAW,WL,A,P,,
DISTRICT 01 - KLAMATH,CA5301002,LEWISTON COMMUNITY SERVICES DISTRICT,A,C,011,WELL 06 - RAW,WL,A,P,,
DISTRICT 01 - KLAMATH,CA5301002,LEWISTON COMMUNITY SERVICES DISTRICT,A,C,012,WELL 07 - RAW,WL,A,P,,
DISTRICT 01 - KLAMATH,CA5301004,REDDING ODD FELLOWS CAMP,A,NC,001,JONES VALLEY CREEK - RAW,IN,A,P,40.650724,-122.797672
DISTRICT 01 - KLAMATH,CA5301004,REDDING ODD FELLOWS CAMP,A,NC,003,GRASS VALLEY CREEK - RAW,IN,A,P,40.65447,-122.796346
DISTRICT 01 - KLAMATH,CA5301004,REDDING ODD FELLOWS CAMP,A,NC,004,OLD AND/OR NEW WELL - RAW,WL,A,P,40.651,-122.798
DISTRICT 01 - KLAMATH,CA5301006,ALPINE VIEW CAMPGROUND,A,NC,001,WELL 01,WL,A,P,40.888306,-122.765335
DISTRICT 01 - KLAMATH,CA5301008,PINE COVE RV PARK,A,C,001,WELL 01 (REPRESENTATIVE),WL,A,P,40.763999,-122.785573
DISTRICT 01 - KLAMATH,CA5301008,PINE COVE RV PARK,A,C,003,WELL 02                             XCLD,WL,A,P,40.76411,-122.785494
DISTRICT 01 - KLAMATH,CA5301009,LAKEVIEW TERRACE RESORT,A,NC,002,WELL 02,WL,A,P,40.749976,-122.787368
DISTRICT 01 - KLAMATH,CA5301009,LAKEVIEW TERRACE RESORT,A,NC,005,PRIMARY WELL 03 (NEW) - RAW,WL,A,P,40.749105,-122.7896
DISTRICT 01 - KLAMATH,CA5301010,BUD FINE MWC,A,NC,001,TRINITY RIVER - RAW,IN,A,P,40.707684,-122.808746
DISTRICT 01 - KLAMATH,CA5301012,TRINITY RIVER RESORT,A,NC,004,WELL 02,WL,A,P,40.719916,-122.825514
DISTRICT 01 - KLAMATH,CA5301013,ACKERMAN CAMPGROUND,A,NC,001,WELL 01,WL,A,P,40.788039,-122.770517
DISTRICT 01 - KLAMATH,CA5301014,BRIDGE CAMP,A,NC,001,WELL 01,WL,A,P,40.872702,-122.913254
DISTRICT 01 - KLAMATH,CA5301017,RUSH CREEK MUTUAL WATER SYSTEM,A,C,001,RUSH CREEK - RAW,IN,A,P,40.812171,-122.892609
DISTRICT 01 - KLAMATH,CA5301101,TREASURE CREEK WOODS MWC,A,C,001,WELL 01 - RAW,WL,A,P,41.088088,-122.704424
DISTRICT 01 - KLAMATH,CA5301101,TREASURE CREEK WOODS MWC,A,C,002,WELL 02 - RAW,WL,A,P,41.08858,-122.704128
DISTRICT 01 - KLAMATH,CA5301102,TRINITY KNOLLS MUTUAL WATER COMPANY,A,C,001,WELL 01 - RAW,WL,A,P,41.001349,-122.704227
DISTRICT 01 - KLAMATH,CA5301102,TRINITY KNOLLS MUTUAL WATER COMPANY,A,C,003,WELL 02 - RAW,WL,A,P,40.999762,-122.704286
DISTRICT 01 - KLAMATH,CA5301102,TRINITY KNOLLS MUTUAL WATER COMPANY,A,C,004,WELL 03 - RAW,WL,A,P,40.991007,-122.699185
DISTRICT 01 - KLAMATH,CA5301102,TRINITY KNOLLS MUTUAL WATER COMPANY,A,C,005,WELL 04 - RAW,WL,A,P,40.999809,-122.703945
DISTRICT 01 - KLAMATH,CA5301102,TRINITY KNOLLS MUTUAL WATER COMPANY,A,C,006,WELL 05 - RAW,WL,A,P,40.992748,-122.702899
DISTRICT 01 - KLAMATH,CA5301102,TRINITY KNOLLS MUTUAL WATER COMPANY,A,C,007,WELL 06 - RAW,WL,A,P,40.993736,-122.70256
DISTRICT 01 - KLAMATH,CA5301102,TRINITY KNOLLS MUTUAL WATER COMPANY,A,C,013,WELL 07 - RAW,WL,A,P,40.991413,-122.699486
DISTRICT 01 - KLAMATH,CA5301103,COVINGTON MILL - A,A,C,001,WELL 01,WL,A,P,40.910682,-122.770041
DISTRICT 01 - KLAMATH,CA5301104,COVINGTON MILL MWC-DIVISION B,A,C,001,WELL 01                             XCLD,WL,A,P,40.913022,-122.787801
DISTRICT 01 - KLAMATH,CA5301104,COVINGTON MILL MWC-DIVISION B,A,C,002,WELL 03 - ALPINE COURT              XCLD,WL,A,P,40.91313,-122.785651
DISTRICT 01 - KLAMATH,CA5301104,COVINGTON MILL MWC-DIVISION B,A,C,003,WELL 02                             XCLD,WL,A,P,40.913029,-122.788093
DISTRICT 01 - KLAMATH,CA5301104,COVINGTON MILL MWC-DIVISION B,A,C,004,"COMBINED - WELLS 01,02, & 03",WL,A,P,40.912899,-122.786556
DISTRICT 01 - KLAMATH,CA5301104,COVINGTON MILL MWC-DIVISION B,A,C,005,COMBINED - WELLS 01 & 02            XCLD,WL,A,P,40.912899,-122.786556
DISTRICT 01 - KLAMATH,CA5301104,COVINGTON MILL MWC-DIVISION B,A,C,006,COMBINED - WELLS 02 & 03            XCLD,WL,A,P,40.912899,-122.786556
DISTRICT 01 - KLAMATH,CA5301104,COVINGTON MILL MWC-DIVISION B,A,C,007,WELL 04,WL,A,P,40.901299,-122.788
DISTRICT 01 - KLAMATH,CA5301105,PINEWOOD COVE RESORT,A,NC,001,WELL 01,WL,A,P,40.847632,-122.848953
DISTRICT 01 - KLAMATH,CA5301108,TRINITY ALPS RESORT,A,NC,001,SNOW SLIDE GULCH - RAW,IN,A,P,40.858543,-122.895751
DISTRICT 01 - KLAMATH,CA5301109,MARY SMITH CAMPGROUND,A,NC,001,VERTICAL WELL,WL,A,P,40.730156,-122.807516
DISTRICT 01 - KLAMATH,CA5301110,TANNERY GULCH CAMPGROUND,A,NC,001,WELL 01,WL,A,P,40.831706,-122.853403
DISTRICT 01 - KLAMATH,CA5301112,FAWN & STONEY CAMPGROUND,A,NC,001,WELL 01,WL,A,P,40.845326,-122.845052
DISTRICT 01 - KLAMATH,CA5301113,CLARK SYSTEM,A,NC,001,WELL 01,WL,A,P,40.857513,-122.815629
DISTRICT 01 - KLAMATH,CA5301114,HAYWARD FLAT CAMPGROUND,A,NC,001,WELL 01,WL,A,P,40.884758,-122.795712
DISTRICT 01 - KLAMATH,CA5303002,INDIAN CREEK TRAILER PARK,A,C,002,INDIAN CREEK - INFILTRATION GALLERY,IN,A,P,40.6541,-122.9139
DISTRICT 01 - KLAMATH,CA5304004,HAYDEN FLAT CAMPGROUND  F,A,NC,001,WELL 01,WL,A,P,40.788654,-123.33828
DISTRICT 01 - KLAMATH,CA5304004,HAYDEN FLAT CAMPGROUND  F,A,NC,002,WELL 02,WL,A,P,40.785833,-123.339669
DISTRICT 01 - KLAMATH,CA5304102,TRINITY VILLAGE MUTUAL WATER,A,C,001,HAWKINS CREEK - RAW,IN,A,P,40.876756,-123.513653
DISTRICT 01 - KLAMATH,CA5304102,TRINITY VILLAGE MUTUAL WATER,A,C,003,TRINITY RIVER - RAW - STANDBY,IN,A,E,40.871444,-123.52088
DISTRICT 01 - KLAMATH,CA5304105,BURNT RANCH SCHOOL,A,NTNC,001,WELL 01,WL,A,P,40.808603,-123.479699
DISTRICT 01 - KLAMATH,CA5304109,BURNT RANCH ESTATES,A,C,001,MCDONALD CREEK - RAW,IN,A,P,40.812466,-123.499128
DISTRICT 01 - KLAMATH,CA5304113,DEL LOMA RV PARK & CG,A,NC,003,WELL 01,WL,A,P,40.7775,-123.335038
DISTRICT 01 - KLAMATH,CA5304209,JUNCTION CITY SCHOOL,A,NTNC,001,TRINITY RIVER WELL - RAW,IN,A,P,40.732222,-123.056939
