Regulating Agency,PWS ID,PWS Name,Activity Status,PWS Type,State Asgn ID,WSF Name,WSF Type,Activity Status2,Availability,Latitude,Longitude
DISTRICT 11 - MERCED,CA5510028,TUD-APPLE VALLEY ESTATES,A,C,002,APPLE VALLEY WELL 02,WL,A,P,38.005193,-120.330785
DISTRICT 11 - MERCED,CA5510028,TUD-APPLE VALLEY ESTATES,A,C,003,APPLE VALLEY WELL 03,WL,A,P,38.011019,-120.322683
DISTRICT 11 - MERCED,CA5510033,TUD-SCENIC VIEW/SCENIC BROOK,A,C,004,SCENIC VIEW WELL,WL,A,P,37.992491,-120.335801
DISTRICT 11 - MERCED,CA5510033,TUD-SCENIC VIEW/SCENIC BROOK,A,C,005,PHOENIX DITCH - RAW,IN,A,P,37.990416,-120.331126
DISTRICT 11 - MERCED,CA5510500,YOSEMITE NPS-TUOLUMNE MEADOWS,A,NC,001,TUOLUMNE MEADOWS INTAKE - RAW,IN,A,P,37.878727,-119.329422
DISTRICT 11 - MERCED,CA5510502,YOSEMITE NPS-GLEN AULIN,A,NC,001,GLEN AULIN INTAKE - RAW,IN,A,P,37.907227,-119.418282
DISTRICT 11 - MERCED,CA5510503,YOSEMITE NPS-HODGDON MEADOW,A,C,001,WELL 01 - RAW,WL,A,P,37.795937,-119.860977
DISTRICT 11 - MERCED,CA5510504,YOSEMITE NPS-WHITE WOLF,A,NC,002,WELL 01 - RAW,WL,A,P,37.871609,-119.64856
DISTRICT 11 - MERCED,CA5510851,CDCR - SIERRA CONSERVATION CENTER,A,C,001,TULLOCH LAKE INTAKE - RAW,IN,A,P,37.899738,-120.566876
DISTRICT 11 - MERCED,CA5510852,CAL FIRE BASELINE CONSERVATION CAMP,A,C,001,TULLOCH RESERVOIR - RAW,IN,A,P,37.925,-120.533889
DISTRICT 12 - VISALIA,CA1010001,BAKMAN WATER COMPANY,A,C,006,WELL 07,WL,A,P,36.75232,-119.727202
DISTRICT 12 - VISALIA,CA1010001,BAKMAN WATER COMPANY,A,C,007,WELL 08 - BEFORE_GAC-DBCP & IX-NITRATE,WL,A,P,36.750106,-119.705774
DISTRICT 12 - VISALIA,CA1010001,BAKMAN WATER COMPANY,A,C,008,WELL 08A - STBY2018,WL,A,E,36.751892,-119.72018
DISTRICT 12 - VISALIA,CA1010001,BAKMAN WATER COMPANY,A,C,009,WELL 09 - STBY2018,WL,A,E,36.738299,-119.69819
DISTRICT 12 - VISALIA,CA1010001,BAKMAN WATER COMPANY,A,C,010,WELL 10 - STBY2019,WL,A,E,36.737193,-119.694065
DISTRICT 12 - VISALIA,CA1010001,BAKMAN WATER COMPANY,A,C,011,WELL 11 - STBY2019,WL,A,E,36.737303,-119.718087
DISTRICT 12 - VISALIA,CA1010001,BAKMAN WATER COMPANY,A,C,012,WELL 12,WL,A,P,36.745807,-119.708117
DISTRICT 12 - VISALIA,CA1010001,BAKMAN WATER COMPANY,A,C,014,WELL 13A - STBY2018,WL,A,E,36.742635,-119.692374
DISTRICT 12 - VISALIA,CA1010001,BAKMAN WATER COMPANY,A,C,015,WELL 14 - STBY2018,WL,A,E,36.756233,-119.722537
DISTRICT 12 - VISALIA,CA1010001,BAKMAN WATER COMPANY,A,C,020,WELL 04A,WL,A,P,36.742205,-119.714647
DISTRICT 12 - VISALIA,CA1010001,BAKMAN WATER COMPANY,A,C,021,WELL 15A - STBY2019,WL,A,E,36.75701,-119.705204
DISTRICT 12 - VISALIA,CA1010001,BAKMAN WATER COMPANY,A,C,022,WELL 16,WL,A,P,36.743267,-119.685866
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,005,WELL 04AA - RAW,WL,A,P,36.790212,-119.710843
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,010,WELL 08A - BEFORE_GAC-DBCP,WL,A,P,36.83522,-119.714022
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,012,WELL 10 - RAW,WL,A,P,36.80234,-119.719237
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,014,WELL 12 - BEFORE_GAC-DBCP&TCP,WL,A,P,36.801036,-119.698384
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,016,WELL 14 - STANDBY (DBCP),WL,A,E,36.833611,-119.7175
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,018,WELL 16 - IRON AND MANGANESE (RAW),WL,A,P,36.797483,-119.673353
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,019,WELL 17 - RAW,WL,A,P,36.810556,-119.726944
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,020,WELL 18 - RAW,WL,A,P,36.790346,-119.699242
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,022,WELL 20 - STANDBY,WL,A,E,36.817406,-119.672857
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,023,WELL 21 - BEFORE_GAC-DBCP,WL,A,P,36.847222,-119.726944
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,024,WELL 22 - RAW,WL,A,P,36.844444,-119.7
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,025,WELL 23 - RAW,WL,A,P,36.841111,-119.697222
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,026,WELL 24 - RAW,WL,A,P,36.839444,-119.690278
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,031,WELL T-05 - RAW,WL,A,P,36.796667,-119.691136
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,032,WELL T-06 - RAW,WL,A,P,36.794285,-119.702104
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,033,WELL T-07 - RAW,WL,A,P,36.792637,-119.699792
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,034,WELL T-08 - RAW,WL,A,P,36.794787,-119.70721
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,035,WELL 25 - RAW,WL,A,P,36.852222,-119.714444
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,036,WELL 26 - RAW,WL,A,P,36.845278,-119.718056
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,037,WELL 27 - BEFORE_GAC-DBCP,WL,A,P,36.841667,-119.718611
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,040,WELL 15-A - RAW,WL,A,P,36.823056,-119.725
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,044,WELL 28 - BEFORE_GAC-TCP,WL,A,P,36.811111,-119.716111
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,046,WELL 29 - RAW,WL,A,P,36.802527,-119.727742
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,048,WELL 02A - RAW,WL,A,P,36.824722,-119.706389
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,049,WELL 31 - RAW,WL,A,P,36.79485,-119.637363
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,050,WELL 30 - RAW,WL,A,P,36.85033,-119.695132
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,052,WELL 32 - RAW,WL,A,P,36.813191,-119.695987
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,054,WELL 34 - RAW,WL,A,P,36.860688,-119.729266
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,064,WELL 36 - BEFORE_GAC-DBCP,WL,A,P,36.852496,-119.726644
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,066,ENTERPRISE CANAL - RAW,IN,A,P,36.821108,-119.63805
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,068,WELL 037 - RAW,WL,A,P,36.835218,-119.706362
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,070,WELL 38 - RAW,WL,A,P,36.827225,-119.713142
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,072,WELL 40 - RAW,WL,A,P,36.800409,-119.681798
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,074,WELL 41 - RAW,WL,A,P,36.845377,-119.710753
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,076,WELL 042 - RAW,WL,A,P,36.797009,-119.719669
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,077,WELL 05A - RAW,WL,A,P,36.814229,-119.702372
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,082,WELL 43 - RAW,WL,A,P,36.8198,-119.699364
DISTRICT 12 - VISALIA,CA1010003,CITY OF CLOVIS,A,C,106,WELL NO. 7A - RAW,WL,A,P,36.817903,-119.715199
DISTRICT 12 - VISALIA,CA1010024,CWS - SELMA,A,C,004,WELL 06-01 - RAW,WL,A,P,36.561984,-119.616951
DISTRICT 12 - VISALIA,CA1010024,CWS - SELMA,A,C,010,WELL 11-01 - BEFORE_GAC-TCP,WL,A,P,36.58011,-119.60598
DISTRICT 12 - VISALIA,CA1010024,CWS - SELMA,A,C,013,WELL 13-02 - BEFORE_GAC-TCP,WL,A,P,36.587916,-119.614971
DISTRICT 12 - VISALIA,CA1010024,CWS - SELMA,A,C,014,WELL 14-01 - RAW,WL,A,P,36.580386,-119.623919
DISTRICT 12 - VISALIA,CA1010024,CWS - SELMA,A,C,018,WELL 16-03 - RAW,WL,A,P,36.590109,-119.636224
DISTRICT 12 - VISALIA,CA1010024,CWS - SELMA,A,C,021,WELL 18-01 - RAW,WL,A,P,36.565944,-119.597522
DISTRICT 12 - VISALIA,CA1010024,CWS - SELMA,A,C,022,WELL 19-01 - RAW,WL,A,P,36.56712,-119.618089
DISTRICT 12 - VISALIA,CA1010024,CWS - SELMA,A,C,023,WELL 20-01 - RAW,WL,A,P,36.572198,-119.631451
DISTRICT 12 - VISALIA,CA1010024,CWS - SELMA,A,C,036,WELL 22-01 RAW,WL,A,P,36.590476,-119.595869
DISTRICT 12 - VISALIA,CA1010024,CWS - SELMA,A,C,038,WELL 17-02 RAW,WL,A,P,36.597895,-119.625731
DISTRICT 12 - VISALIA,CA1010026,PINEDALE COUNTY WATER DISTRICT,A,C,005,WELL 05 - RAW,WL,A,P,36.829464,-119.806682
DISTRICT 12 - VISALIA,CA1010026,PINEDALE COUNTY WATER DISTRICT,A,C,006,WELL 06 - RAW,WL,A,P,36.845824,-119.78347
DISTRICT 12 - VISALIA,CA1010026,PINEDALE COUNTY WATER DISTRICT,A,C,007,WELL 07 - RAW,WL,A,P,36.844586,-119.795063
DISTRICT 12 - VISALIA,CA1010026,PINEDALE COUNTY WATER DISTRICT,A,C,008,WELL 08 - RAW,WL,A,P,36.844215,-119.8185
DISTRICT 12 - VISALIA,CA1010026,PINEDALE COUNTY WATER DISTRICT,A,C,009,WELL 09 - RAW,WL,A,P,36.836907,-119.785911
DISTRICT 12 - VISALIA,CA1010042,MALAGA COUNTY WATER DISTRICT,A,C,006,WELL 06,WL,A,P,36.676167,-119.737286
DISTRICT 12 - VISALIA,CA1010042,MALAGA COUNTY WATER DISTRICT,A,C,007,WELL 07,WL,A,P,36.671053,-119.709373
DISTRICT 12 - VISALIA,CA1010042,MALAGA COUNTY WATER DISTRICT,A,C,012,WELL 08,WL,A,P,36.666819,-119.745119
DISTRICT 12 - VISALIA,CA1010339,CALIFORNIA STATE UNIVERSITY FRESNO,A,C,002,WELL 01 - STBY_2018,WL,A,E,36.814955,-119.748647
DISTRICT 12 - VISALIA,CA1010339,CALIFORNIA STATE UNIVERSITY FRESNO,A,C,005,WELL 05,WL,A,P,36.813662,-119.759526
DISTRICT 12 - VISALIA,CA1010339,CALIFORNIA STATE UNIVERSITY FRESNO,A,C,011,WELL 06,WL,A,P,36.810967,-119.741171
DISTRICT 12 - VISALIA,CA1500090,FAMOSO INN WATER SYSTEM,A,NC,001,WELL 01,WL,A,P,35.601216,-119.209811
DISTRICT 12 - VISALIA,CA1500096,OLD RIVER MUTUAL WATER COMPANY,A,C,001,WELL 01,WL,A,P,35.266468,-119.108897
DISTRICT 12 - VISALIA,CA1500152,MIRASOL COMPANY WATER SYSTEM,A,C,002,WELL 02,WL,A,P,35.374847,-119.468846
DISTRICT 12 - VISALIA,CA1500211,STOCKDALE ANNEX MUTUAL WATER,A,C,001,NORTH WELL - RAW,WL,A,P,35.343574,-119.079731
DISTRICT 12 - VISALIA,CA1500211,STOCKDALE ANNEX MUTUAL WATER,A,C,002,SOUTH WELL - RAW,WL,A,P,35.343636,-119.077014
DISTRICT 12 - VISALIA,CA1500216,OPAL FRY AND SON,A,C,002,WELL 02 - RAW,WL,A,P,35.055108,-119.033187
DISTRICT 12 - VISALIA,CA1500231,VICTORY MUTUAL WATER COMPANY,A,C,001,WELL 02(SHIRLEY) - RAW,WL,A,P,35.343104,-118.926296
DISTRICT 12 - VISALIA,CA1500231,VICTORY MUTUAL WATER COMPANY,A,C,002,WELL 01(MARION) - RAW,WL,A,P,35.340615,-118.929647
DISTRICT 12 - VISALIA,CA1500289,ATHAL MUTUAL WATER SYSTEM,A,C,005,WELL 03 - RAW,WL,A,P,35.305239,-118.913394
DISTRICT 12 - VISALIA,CA1500296,FULLER ACRES MUTUAL WATER COMPANY,A,C,001,WELL 02 - RAW,WL,A,P,35.298894,-118.912355
DISTRICT 12 - VISALIA,CA1500296,FULLER ACRES MUTUAL WATER COMPANY,A,C,002,WELL 01 - RAW,WL,A,P,35.298749,-118.912662
DISTRICT 12 - VISALIA,CA1500314,DEL ORO WC - COUNTRY ESTATES DIST,A,C,001,WELL 03 - CINDY - RAW,WL,A,P,35.336643,-118.920999
DISTRICT 12 - VISALIA,CA1500344,SOUTH KERN MUTUAL WATER COMPANY,A,C,001,WELL 01 - RAW,WL,A,P,35.265226,-119.107628
DISTRICT 12 - VISALIA,CA1500349,STOCKDALE MUTUAL WATER CO.,A,C,001,WELL 01 (HUME/NORTH),WL,A,P,35.351756,-119.074634
DISTRICT 12 - VISALIA,CA1500349,STOCKDALE MUTUAL WATER CO.,A,C,002,WELL 02 (FAIRWAY/SOUTH),WL,A,P,35.348499,-119.076878
DISTRICT 12 - VISALIA,CA1500378,MAHER MUTUAL WATER COMPANY,A,C,001,WELL 01 - RAW,WL,A,P,35.38773,-119.144385
DISTRICT 12 - VISALIA,CA1500380,DE RANCHO Y MOBILE VILLA WATER,A,C,001,WELL 01,WL,A,P,35.299466,-119.041015
DISTRICT 12 - VISALIA,CA1500409,BROCK MUTUAL WATER COMPANY,A,C,001,WELL 01 - SOUTH - RAW,WL,A,P,35.379867,-119.136509
DISTRICT 12 - VISALIA,CA1500409,BROCK MUTUAL WATER COMPANY,A,C,002,WELL 02 - NORTH - RAW,WL,A,P,35.389359,-119.136787
DISTRICT 12 - VISALIA,CA1500452,RIVERDALE VILLAGE,A,C,001,WELL 01 - RAW,WL,A,P,35.405173,-119.038597
DISTRICT 12 - VISALIA,CA1500483,ALLEN ROAD MUTUAL WATER SYSTEM,A,C,001,WELL 01 - STBY2018,WL,A,E,35.367647,-119.148827
DISTRICT 12 - VISALIA,CA1500483,ALLEN ROAD MUTUAL WATER SYSTEM,A,C,004,WELL 02 - RAW,WL,A,P,35.367765,-119.148811
DISTRICT 12 - VISALIA,CA1500491,INTERSTATE 5 UILITY COMPANY,A,NTNC,001,WELL 01,WL,A,P,35.402537,-119.394762
DISTRICT 12 - VISALIA,CA1500491,INTERSTATE 5 UILITY COMPANY,A,NTNC,002,WELL 02,WL,A,P,35.402557,-119.395119
DISTRICT 12 - VISALIA,CA1500493,"EL ADOBE POA, INC.",A,C,001,WELL 01 - RAW,WL,A,P,35.250541,-118.961736
DISTRICT 12 - VISALIA,CA1500493,"EL ADOBE POA, INC.",A,C,002,WELL 02 - RAW,WL,A,P,35.246452,-118.96058
DISTRICT 12 - VISALIA,CA1500494,WILSON ROAD WATER COMMUNITY,A,C,001,WELL 01 - RAW,WL,A,P,35.332274,-118.903184
DISTRICT 12 - VISALIA,CA1500495,AERA ENERGY-LLC,A,NTNC,002,WELL 09 - RAW,WL,A,P,35.49974,-119.591375
DISTRICT 12 - VISALIA,CA1500495,AERA ENERGY-LLC,A,NTNC,003,WELL 10 - RAW,WL,A,P,35.501338,-119.591641
DISTRICT 12 - VISALIA,CA1500507,ST. CLAIR RANCHOS MUTUAL WATER CO.,A,C,001,WELL 01 - RAW,WL,A,P,35.363515,-119.164193
DISTRICT 12 - VISALIA,CA1500516,TUT BROTHERS FARM #96,A,C,001,WELL 96 - RAW,WL,A,P,35.001939,-118.889352
DISTRICT 12 - VISALIA,CA1500516,TUT BROTHERS FARM #96,A,C,003,WELL 03 - RAW,WL,A,P,34.992825,-118.90895
DISTRICT 12 - VISALIA,CA1500517,STOCO MUTUAL WATER COMPANY,A,NTNC,001,WELL 01 - RAW,WL,A,P,35.353802,-119.32979
DISTRICT 12 - VISALIA,CA1500518,AGBAYANI VILLAGE WATER SYSTEM,A,C,001,WELL 01,WL,A,P,35.763171,-119.287774
DISTRICT 12 - VISALIA,CA1500535,MANON MANOR MUTUAL WATER COMPANY,A,C,001,WELL 01,WL,A,P,35.363194,-119.176389
DISTRICT 12 - VISALIA,CA1500543,AGAPE MUTUAL WATER SYSTEM,A,C,001,WELL 01,WL,A,P,35.367375,-119.182347
DISTRICT 12 - VISALIA,CA1500544,ENOS LANE PUBLIC UTILITY DISTRICT,A,C,001,WELL 01 EAST - RAW,WL,A,P,35.387638,-119.252367
DISTRICT 12 - VISALIA,CA1500544,ENOS LANE PUBLIC UTILITY DISTRICT,A,C,002,WELL 02 WEST - RAW_STBY2018,WL,A,E,35.387693,-119.252639
DISTRICT 12 - VISALIA,CA1500546,HARVEST MOON MUTUAL WATER CO,A,C,001,WELL 01 (HEATH/BLACKHAWK) - RAW,WL,A,P,35.35822,-119.181176
DISTRICT 12 - VISALIA,CA1500546,HARVEST MOON MUTUAL WATER CO,A,C,002,WELL 02 (JOHNSON/MOON),WL,A,P,35.361667,-119.186737
DISTRICT 12 - VISALIA,CA1500553,RANCHOS DEL RIO,A,C,003,WELL 03,WL,A,P,35.405399,-118.999616
DISTRICT 12 - VISALIA,CA1500553,RANCHOS DEL RIO,A,C,004,WELL 04,WL,A,P,35.404915,-119.00087
DISTRICT 12 - VISALIA,CA1500555,MUSTANG MUTUAL WATER SYSTEM,A,C,001,WELL 01,WL,A,P,35.384381,-119.200796
DISTRICT 12 - VISALIA,CA1500557,STOCKDALE RANCHOS MUTUAL WATER CO,A,C,001,WELL 01 (ENSENADA/SAN SIMEON),WL,A,P,35.357784,-119.146812
DISTRICT 12 - VISALIA,CA1500560,KRANENBURG WATER SYSTEM,A,C,001,WELL 01,WL,A,P,35.367934,-119.200094
DISTRICT 12 - VISALIA,CA1500561,ROUND MOUNTAIN WATER COMPANY,A,C,001,WELL 01,WL,A,P,35.434236,-118.939555
DISTRICT 12 - VISALIA,CA1500561,ROUND MOUNTAIN WATER COMPANY,A,C,002,WELL 02,WL,A,P,35.434522,-118.939439
DISTRICT 12 - VISALIA,CA1500575,SAN JOAQUIN ESTATES MUTUAL WATER COMPANY,A,C,001,WELL 01 - RAW,WL,A,P,35.336174,-118.907589
DISTRICT 12 - VISALIA,CA1500584,GOOSELAKE WATER COMPANY,A,C,001,WELL 01 STEPHANIE ST - RAW,WL,A,P,35.378581,-119.185405
DISTRICT 12 - VISALIA,CA1500585,OASIS PROPERTY OWNERS ASSOCIATION,A,C,002,WELL 02 - STANDBY,WL,A,E,35.325008,-118.938772
DISTRICT 12 - VISALIA,CA1500585,OASIS PROPERTY OWNERS ASSOCIATION,A,C,003,WELL 03 - RAW,WL,A,P,35.320188,-118.93906
DISTRICT 12 - VISALIA,CA1500588,SON SHINE PROPERTIES,A,C,001,WELL 01,WL,A,P,35.251711,-118.845371
DISTRICT 12 - VISALIA,CA1500588,SON SHINE PROPERTIES,A,C,002,WELL 02 - RAW,WL,A,P,35.252405,-118.844494
DISTRICT 12 - VISALIA,CA1500593,UPLANDS OF THE KERN MUTUAL WATER COMPANY,A,C,001,WELL 01 - RAW,WL,A,P,35.445095,-118.94225
DISTRICT 12 - VISALIA,CA1500599,CHOCTAW VALLEY MUTUAL WATER CO.,A,C,001,WELL 01 - RAW,WL,A,P,35.443051,-118.875158
DISTRICT 12 - VISALIA,CA1502004,"ANDREWS AG., INC",A,NC,001,WELL 01 - RAW,WL,A,P,35.09537,-119.108767
DISTRICT 12 - VISALIA,CA1502029,BUTTONWILLOW REST STOP WATER SYSTEM,A,NC,001,WELL 01,WL,A,P,35.416875,-119.425339
DISTRICT 12 - VISALIA,CA1502066,DELANO GROWER S GRAPE PRODUCTS,A,NTNC,001,WELL 01 - DEEP WELL,WL,A,P,35.783459,-119.189812
DISTRICT 12 - VISALIA,CA1502133,V LIONS OPS WATER SYSTEM,A,NTNC,001,WELL 205D,WL,A,P,35.556855,-119.327635
DISTRICT 12 - VISALIA,CA1502154,LAKESIDE SCHOOL,A,NTNC,002,WELL 02 - RAW,WL,A,P,35.222382,-119.111748
DISTRICT 12 - VISALIA,CA1502164,LLANAS CAMP FOUR WATER SYSTEM,A,C,001,WELL 01 - RAW,WL,A,P,35.514596,-119.288833
DISTRICT 12 - VISALIA,CA1502221,POND SCHOOL WATER SYSTEM,A,NTNC,002,WELL 02,WL,A,P,35.716924,-119.313952
DISTRICT 12 - VISALIA,CA1502229,RIO BRAVO GREELEY SCHOOL WATER SYSTEM,A,NTNC,001,WELL 01,WL,A,P,35.419761,-119.254457
DISTRICT 12 - VISALIA,CA1502273,"FARMLAND RESERVE, INC.",A,NTNC,001,WELL 99-2 - BEFORE_NITRATE-RO_TRT,WL,A,P,35.563025,-119.202856
DISTRICT 12 - VISALIA,CA1502320,LERDO SHERIFF S FACILITY,A,C,002,WELL 02 - BEFORE ODR TRT STBY-2018,WL,A,E,35.513753,-119.109016
DISTRICT 12 - VISALIA,CA1502320,LERDO SHERIFF S FACILITY,A,C,003,WELL 03 - BEFORE ODR TRT STBY-2018,WL,A,E,35.512737,-119.10901
DISTRICT 12 - VISALIA,CA1502320,LERDO SHERIFF S FACILITY,A,C,008,WELL 04- BEF_H2O2_ODR-TRT,WL,A,P,35.50311,-119.112453
DISTRICT 12 - VISALIA,CA1502320,LERDO SHERIFF S FACILITY,A,C,009,WELL 05 - BEF_H2O2_ODR-TRT,WL,A,P,35.510843,-119.112249
DISTRICT 12 - VISALIA,CA1502323,NORTH KERN GOLF COURSE,A,NC,001,WELL 01,WL,A,P,35.523095,-119.109387
DISTRICT 12 - VISALIA,CA1502323,NORTH KERN GOLF COURSE,A,NC,002,WELL 02A,WL,A,P,35.516837,-119.109578
DISTRICT 12 - VISALIA,CA1502383,NORD ROAD WATER ASSOCIATION,A,C,001,WELL 01 - BEFORE ARSENIC RO TRT,WL,A,P,35.392586,-119.196562
DISTRICT 12 - VISALIA,CA1502398,FARMER JOHN EGG RANCH #2,A,NTNC,001,WELL 01,WL,A,P,35.2973,-118.949115
DISTRICT 12 - VISALIA,CA1502465,PANAMA ROAD PROPERTY OWNERS ASSOC,A,C,002,WELL 02,WL,A,P,35.268934,-118.974464
DISTRICT 12 - VISALIA,CA1502545,SCHWEIKART WATER SYSTEM,A,C,001,WELL 01,WL,A,P,35.384371,-119.215066
DISTRICT 12 - VISALIA,CA1502580,GRANITE CONSTRUCTION WATER SYSTEM,A,NTNC,002,WELL 02 - RAW,WL,A,P,35.46868,-119.065213
DISTRICT 12 - VISALIA,CA1502581,SUNVIEW COLD STORAGE WATER SYSTEM,A,NTNC,001,WELL 01,WL,A,P,35.703688,-119.228588
DISTRICT 12 - VISALIA,CA1502600,WEGIS MUTUAL WATER COMPANY,A,C,001,WELL 01,WL,A,P,35.375183,-119.189579
DISTRICT 12 - VISALIA,CA1502615,"FRITO-LAY, INC. WATER SYSTEM",A,NTNC,001,SOUTH WELL (WELL 01),WL,A,P,35.390958,-119.314533
DISTRICT 12 - VISALIA,CA1502615,"FRITO-LAY, INC. WATER SYSTEM",A,NTNC,002,NORTH WELL (WELL 02),WL,A,P,35.397996,-119.314433
DISTRICT 12 - VISALIA,CA1502620,POND MUTUAL WATER COMPANY,A,C,001,WELL 01 - RAW,WL,A,P,35.719099,-119.330091
DISTRICT 12 - VISALIA,CA1502622,GOSFORD ROAD WATER COMPANY,A,C,001,WELL 01-STANDBY,WL,A,E,35.228401,-119.090875
DISTRICT 12 - VISALIA,CA1502622,GOSFORD ROAD WATER COMPANY,A,C,002,WELL 02,WL,A,P,35.228392,-119.091039
DISTRICT 12 - VISALIA,CA1502629,HEATH BRIMHALL P.O.A.,A,C,001,WELL 01,WL,A,P,35.369524,-119.182568
DISTRICT 12 - VISALIA,CA1502645,MEADOWS OF THE KERN MUTUAL WATER COMPANY,A,C,001,WELL NO. 01 - RAW,WL,A,P,35.447783,-118.938953
DISTRICT 12 - VISALIA,CA1502645,MEADOWS OF THE KERN MUTUAL WATER COMPANY,A,C,002,WELL NO. 02 - RAW,WL,A,P,35.447355,-118.937757
DISTRICT 12 - VISALIA,CA1502645,MEADOWS OF THE KERN MUTUAL WATER COMPANY,A,C,003,WELL NO. 03 - RAW,WL,A,P,35.441662,-118.937849
DISTRICT 12 - VISALIA,CA1502645,MEADOWS OF THE KERN MUTUAL WATER COMPANY,A,C,004,WELL NO. 04 - RAW,WL,A,P,35.441591,-118.937376
DISTRICT 12 - VISALIA,CA1502663,TOWN & COUNTRY WATER COMPANY,A,C,001,WELL 01 - RIVERTON - RAW,WL,A,P,35.435638,-119.107455
DISTRICT 12 - VISALIA,CA1502663,TOWN & COUNTRY WATER COMPANY,A,C,002,WELL 02 - BOREL - STANDBY,WL,A,E,35.436806,-119.102
DISTRICT 12 - VISALIA,CA1502699,EAST WILSON ROAD WATER COMPANY,A,C,001,WELL 01,WL,A,P,35.332337,-118.92769
DISTRICT 12 - VISALIA,CA1502750,RIVERVIEW HOMEOWNERS ASSOCIATION,A,C,001,WELL 01,WL,A,P,35.441248,-118.941014
DISTRICT 12 - VISALIA,CA1502759,WP&A - LOST HILLS WATER SYSTEM,A,NTNC,001,BERRENDA MESA CANAL - RAW,IN,A,P,35.622105,-119.896587
DISTRICT 12 - VISALIA,CA1502771,KERN OIL AND REFINING CO.,A,NTNC,002,WELL 02 (KOR 6) - BEFORE AS TRT,WL,A,P,35.293693,-118.916215
DISTRICT 12 - VISALIA,CA1502820,FLYING J TRAVEL PLAZA,A,NTNC,001,WELL 01  (PUMPS 1 & 2 OPERATING)-STANDBY,WL,A,E,35.530955,-119.188798
DISTRICT 12 - VISALIA,CA1502820,FLYING J TRAVEL PLAZA,A,NTNC,006,WELL 02,WL,A,P,35.531628,-119.189751
DISTRICT 12 - VISALIA,CA1502826,B&J LAND COMPANY,A,NC,003,WELL 02,WL,A,P,35.213532,-119.073252
DISTRICT 12 - VISALIA,CA1503104,BURTCH CONSTRUCTION,A,NTNC,001,WELL 01,WL,A,P,35.468676,-119.077115
DISTRICT 12 - VISALIA,CA1503194,PARADISE WATER SYSTEM,A,NTNC,001,WELL 01,WL,A,P,35.417082,-119.236278
DISTRICT 12 - VISALIA,CA1503209,SUPERIOR MUTUAL WATER COMPANY,A,NTNC,001,WELL 01 - RAW,WL,A,P,35.444649,-119.253808
DISTRICT 12 - VISALIA,CA1503209,SUPERIOR MUTUAL WATER COMPANY,A,NTNC,004,WELL 03 - RAW,WL,A,O,35.453709,-119.260689
